"JournalKey","PreparerKey","Source","Date"
482,1404,"Source 4","2020-07-12T05:00:00.000Z"
483,7283,"Source 1","2020-12-24T05:00:00.000Z"
484,10839,"Source 3","2020-06-23T05:00:00.000Z"
485,11937,"Source 3","2018-09-04T05:00:00.000Z"
486,7899,"Source 1","2020-06-14T05:00:00.000Z"
487,1262,"Source 3","2019-03-18T05:00:00.000Z"
488,11003,"Source 2","2020-09-29T05:00:00.000Z"
489,1613,"Source 5","2020-06-12T05:00:00.000Z"
490,8799,"Source 2","2020-06-26T05:00:00.000Z"
491,3591,"Source 2","2020-05-06T05:00:00.000Z"
492,5648,"Source 2","2018-12-20T05:00:00.000Z"
493,11436,"Source 3","2019-06-09T05:00:00.000Z"
494,2835,"Source 4","2018-10-24T05:00:00.000Z"
495,2562,"Source 5","2020-10-27T05:00:00.000Z"
496,8499,"Source 5","2018-11-27T05:00:00.000Z"
497,6365,"Source 2","2018-11-03T05:00:00.000Z"
498,10520,"Source 2","2018-05-04T05:00:00.000Z"
499,11225,"Source 5","2019-05-11T05:00:00.000Z"
500,11793,"Source 5","2018-03-20T05:00:00.000Z"
501,1904,"Source 1","2020-06-02T05:00:00.000Z"
502,214,"Source 5","2020-05-18T05:00:00.000Z"
503,6027,"Source 1","2020-10-14T05:00:00.000Z"
504,874,"Source 5","2018-02-14T05:00:00.000Z"
505,6192,"Source 4","2020-08-26T05:00:00.000Z"
506,10373,"Source 5","2020-08-01T05:00:00.000Z"
507,5722,"Source 4","2018-11-10T05:00:00.000Z"
508,2436,"Source 2","2018-12-23T05:00:00.000Z"
509,5675,"Source 5","2020-05-10T05:00:00.000Z"
510,6182,"Source 4","2020-01-12T05:00:00.000Z"
511,6380,"Source 2","2020-05-18T05:00:00.000Z"
512,704,"Source 5","2019-11-03T05:00:00.000Z"
513,7288,"Source 3","2020-05-16T05:00:00.000Z"
514,3716,"Source 3","2019-03-08T05:00:00.000Z"
515,10780,"Source 2","2018-12-28T05:00:00.000Z"
516,6435,"Source 2","2018-06-13T05:00:00.000Z"
517,10450,"Source 5","2018-12-28T05:00:00.000Z"
518,970,"Source 5","2018-01-04T05:00:00.000Z"
519,2779,"Source 5","2020-07-15T05:00:00.000Z"
520,4148,"Source 5","2018-05-15T05:00:00.000Z"
521,2716,"Source 4","2019-02-18T05:00:00.000Z"
522,8512,"Source 3","2019-02-03T05:00:00.000Z"
523,3873,"Source 2","2020-04-21T05:00:00.000Z"
524,7240,"Source 4","2019-10-27T05:00:00.000Z"
525,5,"Source 5","2019-04-05T05:00:00.000Z"
526,8935,"Source 3","2019-06-18T05:00:00.000Z"
527,11468,"Source 5","2020-01-31T05:00:00.000Z"
528,80,"Source 3","2020-03-20T05:00:00.000Z"
529,2775,"Source 1","2020-04-08T05:00:00.000Z"
530,9698,"Source 3","2019-03-09T05:00:00.000Z"
531,10139,"Source 1","2018-12-03T05:00:00.000Z"
532,9980,"Source 2","2018-12-30T05:00:00.000Z"
533,8757,"Source 2","2019-09-03T05:00:00.000Z"
534,214,"Source 4","2019-03-19T05:00:00.000Z"
535,1019,"Source 5","2019-12-26T05:00:00.000Z"
536,2447,"Source 3","2020-11-01T05:00:00.000Z"
537,3459,"Source 3","2019-01-28T05:00:00.000Z"
538,10409,"Source 2","2020-02-18T05:00:00.000Z"
539,6193,"Source 2","2019-12-24T05:00:00.000Z"
540,10712,"Source 3","2018-12-23T05:00:00.000Z"
541,5560,"Source 5","2018-03-27T05:00:00.000Z"
542,9462,"Source 5","2018-10-11T05:00:00.000Z"
543,3577,"Source 4","2018-03-11T05:00:00.000Z"
544,3229,"Source 4","2018-12-24T05:00:00.000Z"
545,9965,"Source 1","2020-10-27T05:00:00.000Z"
546,10097,"Source 1","2020-04-27T05:00:00.000Z"
547,4641,"Source 2","2020-10-26T05:00:00.000Z"
548,4291,"Source 3","2020-09-21T05:00:00.000Z"
549,1979,"Source 4","2020-10-05T05:00:00.000Z"
550,1760,"Source 3","2018-06-08T05:00:00.000Z"
551,11501,"Source 3","2019-08-10T05:00:00.000Z"
552,8442,"Source 4","2018-11-02T05:00:00.000Z"
553,6418,"Source 3","2019-09-13T05:00:00.000Z"
554,9851,"Source 4","2018-04-24T05:00:00.000Z"
555,10054,"Source 3","2018-05-25T05:00:00.000Z"
556,3193,"Source 1","2020-04-12T05:00:00.000Z"
557,4938,"Source 2","2019-05-02T05:00:00.000Z"
558,644,"Source 4","2019-12-06T05:00:00.000Z"
559,10259,"Source 2","2018-11-16T05:00:00.000Z"
560,6042,"Source 3","2020-11-19T05:00:00.000Z"
561,9476,"Source 3","2020-04-23T05:00:00.000Z"
562,1346,"Source 5","2020-09-05T05:00:00.000Z"
563,11991,"Source 3","2018-07-02T05:00:00.000Z"
564,4085,"Source 2","2020-10-07T05:00:00.000Z"
565,3215,"Source 3","2019-04-09T05:00:00.000Z"
566,7577,"Source 4","2019-09-20T05:00:00.000Z"
567,5264,"Source 2","2020-07-28T05:00:00.000Z"
568,12,"Source 5","2019-12-10T05:00:00.000Z"
569,3545,"Source 4","2020-11-02T05:00:00.000Z"
570,7179,"Source 1","2019-08-03T05:00:00.000Z"
571,9100,"Source 2","2019-01-03T05:00:00.000Z"
572,6620,"Source 3","2019-02-25T05:00:00.000Z"
573,3344,"Source 5","2020-11-23T05:00:00.000Z"
574,9772,"Source 2","2020-09-05T05:00:00.000Z"
575,3376,"Source 2","2019-07-31T05:00:00.000Z"
576,3954,"Source 2","2018-03-19T05:00:00.000Z"
577,11108,"Source 4","2020-12-07T05:00:00.000Z"
578,6446,"Source 4","2018-11-28T05:00:00.000Z"
579,9344,"Source 4","2019-08-19T05:00:00.000Z"
580,2061,"Source 3","2018-08-31T05:00:00.000Z"
581,8762,"Source 3","2020-08-09T05:00:00.000Z"
582,7236,"Source 5","2018-01-03T05:00:00.000Z"
583,11870,"Source 3","2019-07-15T05:00:00.000Z"
584,1906,"Source 4","2018-08-14T05:00:00.000Z"
585,7893,"Source 1","2020-12-17T05:00:00.000Z"
586,3628,"Source 1","2018-03-04T05:00:00.000Z"
587,4020,"Source 1","2020-03-20T05:00:00.000Z"
588,6382,"Source 4","2018-12-31T05:00:00.000Z"
589,3682,"Source 3","2019-01-09T05:00:00.000Z"
590,3980,"Source 5","2020-08-11T05:00:00.000Z"
591,5776,"Source 5","2019-03-20T05:00:00.000Z"
592,1094,"Source 1","2019-08-26T05:00:00.000Z"
593,10665,"Source 4","2019-08-30T05:00:00.000Z"
594,9912,"Source 5","2019-07-02T05:00:00.000Z"
595,9483,"Source 4","2019-03-31T05:00:00.000Z"
596,11060,"Source 4","2019-12-08T05:00:00.000Z"
597,339,"Source 4","2018-10-12T05:00:00.000Z"
598,1906,"Source 5","2018-07-13T05:00:00.000Z"
599,11515,"Source 4","2019-06-23T05:00:00.000Z"
600,10424,"Source 5","2018-01-19T05:00:00.000Z"
601,10176,"Source 2","2019-01-03T05:00:00.000Z"
602,10164,"Source 4","2019-07-13T05:00:00.000Z"
603,8236,"Source 4","2020-11-13T05:00:00.000Z"
604,2008,"Source 3","2019-10-19T05:00:00.000Z"
605,3730,"Source 3","2019-02-09T05:00:00.000Z"
606,3566,"Source 2","2019-06-06T05:00:00.000Z"
607,6778,"Source 3","2019-07-21T05:00:00.000Z"
608,1608,"Source 3","2019-06-21T05:00:00.000Z"
609,11198,"Source 1","2019-01-11T05:00:00.000Z"
610,4586,"Source 3","2020-04-27T05:00:00.000Z"
611,8544,"Source 1","2020-11-10T05:00:00.000Z"
612,11085,"Source 5","2019-01-14T05:00:00.000Z"
613,4457,"Source 1","2020-04-05T05:00:00.000Z"
614,2467,"Source 2","2020-12-10T05:00:00.000Z"
615,10541,"Source 1","2019-05-08T05:00:00.000Z"
616,1726,"Source 2","2019-10-29T05:00:00.000Z"
617,7716,"Source 2","2018-11-06T05:00:00.000Z"
618,8580,"Source 2","2019-07-15T05:00:00.000Z"
619,6260,"Source 2","2018-11-21T05:00:00.000Z"
620,3353,"Source 4","2018-09-16T05:00:00.000Z"
621,7724,"Source 3","2019-07-04T05:00:00.000Z"
622,3026,"Source 5","2019-09-03T05:00:00.000Z"
623,700,"Source 3","2019-02-06T05:00:00.000Z"
624,6152,"Source 1","2019-02-05T05:00:00.000Z"
625,1794,"Source 3","2020-07-17T05:00:00.000Z"
626,6410,"Source 4","2020-08-12T05:00:00.000Z"
627,8827,"Source 3","2020-08-13T05:00:00.000Z"
628,11520,"Source 3","2019-09-06T05:00:00.000Z"
629,6101,"Source 1","2019-02-06T05:00:00.000Z"
630,308,"Source 3","2020-05-07T05:00:00.000Z"
631,112,"Source 5","2019-10-23T05:00:00.000Z"
632,3624,"Source 1","2019-09-03T05:00:00.000Z"
633,10789,"Source 4","2019-03-22T05:00:00.000Z"
634,9584,"Source 3","2019-10-20T05:00:00.000Z"
635,10371,"Source 1","2020-09-07T05:00:00.000Z"
636,3761,"Source 1","2019-07-16T05:00:00.000Z"
637,8006,"Source 3","2019-09-05T05:00:00.000Z"
638,3240,"Source 4","2020-06-12T05:00:00.000Z"
639,6193,"Source 4","2020-07-15T05:00:00.000Z"
640,9076,"Source 2","2019-12-25T05:00:00.000Z"
641,9609,"Source 4","2018-09-11T05:00:00.000Z"
642,11444,"Source 4","2019-08-04T05:00:00.000Z"
643,8088,"Source 3","2020-04-17T05:00:00.000Z"
644,602,"Source 3","2020-02-14T05:00:00.000Z"
645,7665,"Source 1","2019-12-01T05:00:00.000Z"
646,9357,"Source 3","2020-02-06T05:00:00.000Z"
647,7641,"Source 4","2018-07-15T05:00:00.000Z"
648,11132,"Source 1","2018-05-12T05:00:00.000Z"
649,6897,"Source 3","2018-07-31T05:00:00.000Z"
650,8969,"Source 2","2018-10-10T05:00:00.000Z"
651,609,"Source 3","2019-03-09T05:00:00.000Z"
652,1894,"Source 2","2018-11-25T05:00:00.000Z"
653,10540,"Source 5","2019-02-23T05:00:00.000Z"
654,2672,"Source 3","2019-04-16T05:00:00.000Z"
655,9335,"Source 4","2019-01-13T05:00:00.000Z"
656,10713,"Source 3","2020-07-09T05:00:00.000Z"
657,5412,"Source 5","2020-11-17T05:00:00.000Z"
658,3471,"Source 5","2019-05-22T05:00:00.000Z"
659,9786,"Source 3","2018-05-08T05:00:00.000Z"
660,9415,"Source 4","2019-08-30T05:00:00.000Z"
661,6185,"Source 4","2018-08-21T05:00:00.000Z"
662,2548,"Source 4","2018-09-20T05:00:00.000Z"
663,5903,"Source 1","2018-02-22T05:00:00.000Z"
664,8708,"Source 3","2020-03-13T05:00:00.000Z"
665,3337,"Source 1","2020-09-29T05:00:00.000Z"
666,1598,"Source 4","2018-10-20T05:00:00.000Z"
667,4161,"Source 4","2020-11-08T05:00:00.000Z"
668,11631,"Source 5","2018-04-04T05:00:00.000Z"
669,11341,"Source 2","2018-07-04T05:00:00.000Z"
670,9830,"Source 1","2020-05-08T05:00:00.000Z"
671,7817,"Source 2","2018-11-18T05:00:00.000Z"
672,1857,"Source 2","2018-04-06T05:00:00.000Z"
673,2780,"Source 3","2018-04-16T05:00:00.000Z"
674,9326,"Source 3","2020-06-23T05:00:00.000Z"
675,10196,"Source 5","2019-10-19T05:00:00.000Z"
676,10143,"Source 2","2018-04-19T05:00:00.000Z"
677,11543,"Source 4","2020-06-27T05:00:00.000Z"
678,207,"Source 5","2018-09-25T05:00:00.000Z"
679,10868,"Source 2","2020-12-16T05:00:00.000Z"
680,8884,"Source 3","2018-07-25T05:00:00.000Z"
681,1230,"Source 1","2019-05-09T05:00:00.000Z"
682,2688,"Source 2","2019-08-27T05:00:00.000Z"
683,3995,"Source 5","2019-05-02T05:00:00.000Z"
684,4444,"Source 3","2019-05-02T05:00:00.000Z"
685,4908,"Source 3","2018-12-06T05:00:00.000Z"
686,11942,"Source 5","2020-03-20T05:00:00.000Z"
687,3986,"Source 4","2018-03-26T05:00:00.000Z"
688,9960,"Source 4","2020-06-14T05:00:00.000Z"
689,7902,"Source 2","2020-11-25T05:00:00.000Z"
690,6073,"Source 1","2018-02-11T05:00:00.000Z"
691,6344,"Source 3","2019-02-01T05:00:00.000Z"
692,6965,"Source 2","2018-09-30T05:00:00.000Z"
693,1335,"Source 2","2018-10-10T05:00:00.000Z"
694,5808,"Source 1","2018-09-13T05:00:00.000Z"
695,10743,"Source 4","2018-08-24T05:00:00.000Z"
696,9954,"Source 5","2019-03-07T05:00:00.000Z"
697,3553,"Source 2","2019-05-28T05:00:00.000Z"
698,8999,"Source 1","2018-10-01T05:00:00.000Z"
699,4594,"Source 2","2020-01-17T05:00:00.000Z"
700,11709,"Source 2","2018-06-14T05:00:00.000Z"
701,8675,"Source 3","2020-06-02T05:00:00.000Z"
702,7602,"Source 1","2020-05-23T05:00:00.000Z"
703,7,"Source 2","2018-09-05T05:00:00.000Z"
704,2804,"Source 5","2018-12-31T05:00:00.000Z"
705,6745,"Source 3","2018-12-31T05:00:00.000Z"
706,10600,"Source 3","2020-05-22T05:00:00.000Z"
707,958,"Source 2","2018-01-07T05:00:00.000Z"
708,4184,"Source 1","2018-06-27T05:00:00.000Z"
709,5038,"Source 5","2018-10-08T05:00:00.000Z"
710,8371,"Source 4","2020-05-26T05:00:00.000Z"
711,7721,"Source 5","2019-11-17T05:00:00.000Z"
712,11277,"Source 1","2019-02-12T05:00:00.000Z"
713,9764,"Source 4","2018-08-05T05:00:00.000Z"
714,7923,"Source 5","2019-01-13T05:00:00.000Z"
715,6077,"Source 5","2020-03-02T05:00:00.000Z"
716,5478,"Source 2","2019-05-04T05:00:00.000Z"
717,50,"Source 5","2019-06-04T05:00:00.000Z"
718,4640,"Source 3","2019-09-10T05:00:00.000Z"
719,9513,"Source 1","2018-10-11T05:00:00.000Z"
720,1457,"Source 3","2019-11-30T05:00:00.000Z"
721,1800,"Source 2","2020-05-21T05:00:00.000Z"
722,1474,"Source 1","2018-08-24T05:00:00.000Z"
723,4514,"Source 3","2018-01-17T05:00:00.000Z"
724,6581,"Source 3","2020-04-01T05:00:00.000Z"
725,1174,"Source 5","2020-08-01T05:00:00.000Z"
726,5088,"Source 3","2018-04-16T05:00:00.000Z"
727,4939,"Source 1","2018-11-10T05:00:00.000Z"
728,2203,"Source 4","2019-02-02T05:00:00.000Z"
729,6972,"Source 4","2018-04-28T05:00:00.000Z"
730,4417,"Source 3","2018-01-25T05:00:00.000Z"
731,6433,"Source 5","2018-04-10T05:00:00.000Z"
732,2870,"Source 1","2018-02-10T05:00:00.000Z"
733,2670,"Source 4","2019-06-14T05:00:00.000Z"
734,3166,"Source 2","2018-03-25T05:00:00.000Z"
735,6857,"Source 4","2018-12-02T05:00:00.000Z"
736,5192,"Source 2","2020-10-13T05:00:00.000Z"
737,155,"Source 1","2020-09-11T05:00:00.000Z"
738,35,"Source 3","2020-04-12T05:00:00.000Z"
739,8992,"Source 3","2020-06-08T05:00:00.000Z"
740,6605,"Source 4","2019-09-11T05:00:00.000Z"
741,4947,"Source 2","2020-02-06T05:00:00.000Z"
742,6491,"Source 2","2019-08-12T05:00:00.000Z"
743,2094,"Source 1","2019-04-14T05:00:00.000Z"
744,10130,"Source 3","2018-07-13T05:00:00.000Z"
745,6232,"Source 5","2018-06-09T05:00:00.000Z"
746,6697,"Source 3","2020-06-11T05:00:00.000Z"
747,5545,"Source 1","2019-07-04T05:00:00.000Z"
748,11957,"Source 4","2019-05-21T05:00:00.000Z"
749,10409,"Source 5","2018-02-06T05:00:00.000Z"
750,3565,"Source 1","2018-11-07T05:00:00.000Z"
751,9575,"Source 2","2020-04-04T05:00:00.000Z"
752,1542,"Source 4","2018-08-11T05:00:00.000Z"
753,111,"Source 5","2018-09-30T05:00:00.000Z"
754,2523,"Source 1","2018-01-20T05:00:00.000Z"
755,608,"Source 4","2018-10-03T05:00:00.000Z"
756,753,"Source 1","2019-07-30T05:00:00.000Z"
757,8054,"Source 2","2018-05-07T05:00:00.000Z"
758,2777,"Source 5","2018-02-09T05:00:00.000Z"
759,8174,"Source 4","2019-11-06T05:00:00.000Z"
760,984,"Source 1","2018-05-02T05:00:00.000Z"
761,7389,"Source 5","2020-02-05T05:00:00.000Z"
762,8357,"Source 3","2019-12-14T05:00:00.000Z"
763,3546,"Source 5","2020-04-20T05:00:00.000Z"
764,4472,"Source 2","2019-07-27T05:00:00.000Z"
765,10486,"Source 1","2020-01-28T05:00:00.000Z"
766,4102,"Source 4","2020-03-02T05:00:00.000Z"
767,5511,"Source 1","2019-10-16T05:00:00.000Z"
768,9128,"Source 5","2019-02-13T05:00:00.000Z"
769,9695,"Source 5","2019-05-23T05:00:00.000Z"
770,8101,"Source 3","2020-01-02T05:00:00.000Z"
771,2776,"Source 4","2019-03-05T05:00:00.000Z"
772,7965,"Source 5","2020-07-01T05:00:00.000Z"
773,4677,"Source 2","2019-12-14T05:00:00.000Z"
774,4581,"Source 4","2020-11-26T05:00:00.000Z"
775,6268,"Source 5","2020-12-03T05:00:00.000Z"
776,11429,"Source 4","2018-05-19T05:00:00.000Z"
777,452,"Source 5","2019-11-17T05:00:00.000Z"
778,7073,"Source 2","2019-08-08T05:00:00.000Z"
779,5442,"Source 4","2018-08-03T05:00:00.000Z"
780,3893,"Source 5","2019-07-10T05:00:00.000Z"
781,8333,"Source 3","2019-02-27T05:00:00.000Z"
782,11273,"Source 4","2018-01-20T05:00:00.000Z"
783,8136,"Source 5","2020-05-29T05:00:00.000Z"
784,4858,"Source 5","2018-09-23T05:00:00.000Z"
785,3190,"Source 3","2019-03-17T05:00:00.000Z"
786,2617,"Source 5","2019-02-05T05:00:00.000Z"
787,6413,"Source 5","2020-06-30T05:00:00.000Z"
788,4918,"Source 4","2018-03-18T05:00:00.000Z"
789,2864,"Source 2","2020-05-08T05:00:00.000Z"
790,2196,"Source 3","2019-01-16T05:00:00.000Z"
791,400,"Source 3","2019-11-22T05:00:00.000Z"
792,8025,"Source 1","2018-06-07T05:00:00.000Z"
793,11562,"Source 3","2018-09-12T05:00:00.000Z"
794,4232,"Source 1","2018-12-26T05:00:00.000Z"
795,6960,"Source 5","2019-01-20T05:00:00.000Z"
796,9695,"Source 2","2019-02-13T05:00:00.000Z"
797,11667,"Source 2","2018-05-29T05:00:00.000Z"
798,9233,"Source 3","2019-01-14T05:00:00.000Z"
799,4244,"Source 4","2019-04-15T05:00:00.000Z"
800,4287,"Source 4","2019-08-16T05:00:00.000Z"
801,4303,"Source 2","2020-10-05T05:00:00.000Z"
802,8775,"Source 4","2020-12-21T05:00:00.000Z"
803,9430,"Source 4","2018-09-03T05:00:00.000Z"
804,3338,"Source 2","2019-07-12T05:00:00.000Z"
805,2203,"Source 3","2019-12-21T05:00:00.000Z"
806,8149,"Source 2","2020-10-21T05:00:00.000Z"
807,1367,"Source 5","2019-04-25T05:00:00.000Z"
808,7028,"Source 5","2018-04-23T05:00:00.000Z"
809,7304,"Source 3","2020-05-26T05:00:00.000Z"
810,9186,"Source 4","2018-11-07T05:00:00.000Z"
811,11416,"Source 2","2020-10-25T05:00:00.000Z"
812,8559,"Source 2","2020-11-18T05:00:00.000Z"
813,4605,"Source 3","2020-03-01T05:00:00.000Z"
814,8236,"Source 3","2019-11-02T05:00:00.000Z"
815,6782,"Source 5","2019-07-31T05:00:00.000Z"
816,6411,"Source 3","2018-01-03T05:00:00.000Z"
817,8844,"Source 5","2020-09-16T05:00:00.000Z"
818,10949,"Source 1","2019-12-01T05:00:00.000Z"
819,6014,"Source 2","2019-03-10T05:00:00.000Z"
820,4501,"Source 4","2019-03-19T05:00:00.000Z"
821,1617,"Source 2","2019-09-11T05:00:00.000Z"
822,9605,"Source 3","2019-06-29T05:00:00.000Z"
823,5418,"Source 5","2019-01-24T05:00:00.000Z"
824,312,"Source 4","2020-09-07T05:00:00.000Z"
825,4462,"Source 5","2020-09-08T05:00:00.000Z"
826,11750,"Source 3","2018-09-24T05:00:00.000Z"
827,2536,"Source 4","2019-09-02T05:00:00.000Z"
828,2178,"Source 5","2018-05-16T05:00:00.000Z"
829,447,"Source 5","2020-03-02T05:00:00.000Z"
830,7846,"Source 2","2018-03-10T05:00:00.000Z"
831,2715,"Source 2","2018-04-22T05:00:00.000Z"
832,6427,"Source 4","2020-11-29T05:00:00.000Z"
833,4287,"Source 5","2018-04-01T05:00:00.000Z"
834,11613,"Source 1","2020-08-11T05:00:00.000Z"
835,11443,"Source 3","2018-08-17T05:00:00.000Z"
836,11984,"Source 4","2018-01-01T05:00:00.000Z"
837,10433,"Source 5","2019-09-02T05:00:00.000Z"
838,7215,"Source 4","2018-09-17T05:00:00.000Z"
839,193,"Source 1","2020-12-27T05:00:00.000Z"
840,11451,"Source 4","2019-02-25T05:00:00.000Z"
841,6485,"Source 4","2018-12-02T05:00:00.000Z"
842,7014,"Source 1","2019-11-15T05:00:00.000Z"
843,11825,"Source 4","2018-08-17T05:00:00.000Z"
844,5023,"Source 1","2019-11-16T05:00:00.000Z"
845,84,"Source 5","2018-03-16T05:00:00.000Z"
846,7213,"Source 1","2019-11-19T05:00:00.000Z"
847,9884,"Source 2","2020-01-13T05:00:00.000Z"
848,10556,"Source 3","2019-07-23T05:00:00.000Z"
849,9570,"Source 4","2019-01-04T05:00:00.000Z"
850,6648,"Source 5","2018-08-22T05:00:00.000Z"
851,355,"Source 2","2019-10-09T05:00:00.000Z"
852,2617,"Source 3","2018-08-29T05:00:00.000Z"
853,4378,"Source 5","2018-11-20T05:00:00.000Z"
854,6209,"Source 4","2020-07-03T05:00:00.000Z"
855,3180,"Source 3","2020-09-16T05:00:00.000Z"
856,130,"Source 3","2019-10-01T05:00:00.000Z"
857,4079,"Source 3","2020-05-18T05:00:00.000Z"
858,5387,"Source 3","2018-11-03T05:00:00.000Z"
859,8414,"Source 3","2018-06-28T05:00:00.000Z"
860,9685,"Source 5","2020-03-05T05:00:00.000Z"
861,3673,"Source 5","2019-02-05T05:00:00.000Z"
862,4508,"Source 4","2018-09-16T05:00:00.000Z"
863,4688,"Source 1","2020-05-08T05:00:00.000Z"
864,8494,"Source 5","2020-01-19T05:00:00.000Z"
865,10351,"Source 2","2020-09-16T05:00:00.000Z"
866,4281,"Source 4","2019-07-25T05:00:00.000Z"
867,4895,"Source 1","2018-11-25T05:00:00.000Z"
868,2424,"Source 3","2018-03-10T05:00:00.000Z"
869,408,"Source 5","2020-03-04T05:00:00.000Z"
870,3804,"Source 2","2018-01-13T05:00:00.000Z"
871,9522,"Source 3","2019-10-31T05:00:00.000Z"
872,416,"Source 1","2020-06-20T05:00:00.000Z"
873,837,"Source 1","2018-03-12T05:00:00.000Z"
874,379,"Source 2","2019-12-16T05:00:00.000Z"
875,9545,"Source 3","2020-11-24T05:00:00.000Z"
876,11063,"Source 2","2019-01-07T05:00:00.000Z"
877,9511,"Source 1","2018-08-25T05:00:00.000Z"
878,3036,"Source 3","2020-07-17T05:00:00.000Z"
879,329,"Source 4","2020-01-30T05:00:00.000Z"
880,5691,"Source 4","2020-03-24T05:00:00.000Z"
881,1896,"Source 4","2020-09-08T05:00:00.000Z"
882,8941,"Source 3","2019-09-17T05:00:00.000Z"
883,10257,"Source 2","2019-08-26T05:00:00.000Z"
884,10640,"Source 4","2018-02-25T05:00:00.000Z"
885,8306,"Source 4","2020-05-13T05:00:00.000Z"
886,8184,"Source 5","2020-08-10T05:00:00.000Z"
887,10696,"Source 1","2019-04-02T05:00:00.000Z"
888,11592,"Source 2","2018-09-21T05:00:00.000Z"
889,8038,"Source 2","2019-02-21T05:00:00.000Z"
890,3962,"Source 3","2019-10-16T05:00:00.000Z"
891,4037,"Source 3","2020-03-21T05:00:00.000Z"
892,11343,"Source 1","2020-09-15T05:00:00.000Z"
893,11050,"Source 3","2018-05-26T05:00:00.000Z"
894,4980,"Source 1","2020-05-12T05:00:00.000Z"
895,3191,"Source 5","2019-02-19T05:00:00.000Z"
896,2202,"Source 1","2018-11-30T05:00:00.000Z"
897,1760,"Source 4","2020-03-31T05:00:00.000Z"
898,9642,"Source 3","2019-07-30T05:00:00.000Z"
899,10962,"Source 3","2019-08-19T05:00:00.000Z"
900,2606,"Source 2","2019-09-21T05:00:00.000Z"
901,3149,"Source 5","2020-09-09T05:00:00.000Z"
902,501,"Source 5","2019-01-30T05:00:00.000Z"
903,11008,"Source 4","2018-01-29T05:00:00.000Z"
904,10654,"Source 5","2019-01-17T05:00:00.000Z"
905,4780,"Source 5","2020-04-28T05:00:00.000Z"
906,10955,"Source 4","2020-07-14T05:00:00.000Z"
907,10123,"Source 1","2018-06-26T05:00:00.000Z"
908,9964,"Source 4","2019-11-21T05:00:00.000Z"
909,10005,"Source 3","2018-05-22T05:00:00.000Z"
910,9256,"Source 1","2018-09-29T05:00:00.000Z"
911,3849,"Source 4","2019-05-22T05:00:00.000Z"
912,5472,"Source 4","2018-02-12T05:00:00.000Z"
913,5686,"Source 4","2018-10-02T05:00:00.000Z"
914,4194,"Source 3","2019-03-22T05:00:00.000Z"
915,2762,"Source 4","2019-01-12T05:00:00.000Z"
916,11100,"Source 1","2018-04-25T05:00:00.000Z"
917,6821,"Source 5","2020-02-11T05:00:00.000Z"
918,9562,"Source 3","2018-03-03T05:00:00.000Z"
919,7321,"Source 2","2019-01-13T05:00:00.000Z"
920,11726,"Source 2","2020-01-05T05:00:00.000Z"
921,6427,"Source 3","2020-01-03T05:00:00.000Z"
922,3070,"Source 1","2018-09-01T05:00:00.000Z"
923,240,"Source 3","2019-01-06T05:00:00.000Z"
924,976,"Source 2","2018-05-22T05:00:00.000Z"
925,10066,"Source 3","2018-09-01T05:00:00.000Z"
926,156,"Source 4","2018-09-20T05:00:00.000Z"
927,6575,"Source 4","2019-03-25T05:00:00.000Z"
928,4436,"Source 2","2019-09-07T05:00:00.000Z"
929,9770,"Source 2","2018-07-31T05:00:00.000Z"
930,919,"Source 1","2018-04-16T05:00:00.000Z"
931,1323,"Source 5","2020-04-27T05:00:00.000Z"
932,6581,"Source 4","2020-03-27T05:00:00.000Z"
933,10916,"Source 4","2019-09-30T05:00:00.000Z"
934,8083,"Source 1","2019-08-23T05:00:00.000Z"
935,5654,"Source 5","2018-07-12T05:00:00.000Z"
936,3844,"Source 4","2019-02-06T05:00:00.000Z"
937,8370,"Source 1","2019-12-07T05:00:00.000Z"
938,8498,"Source 2","2018-09-22T05:00:00.000Z"
939,5368,"Source 4","2018-06-29T05:00:00.000Z"
940,8592,"Source 2","2019-09-13T05:00:00.000Z"
941,3956,"Source 5","2019-05-30T05:00:00.000Z"
942,6635,"Source 4","2019-09-12T05:00:00.000Z"
943,8739,"Source 1","2020-08-09T05:00:00.000Z"
944,1311,"Source 4","2019-01-09T05:00:00.000Z"
945,2091,"Source 1","2018-01-24T05:00:00.000Z"
946,9106,"Source 1","2020-06-09T05:00:00.000Z"
947,7158,"Source 4","2019-10-03T05:00:00.000Z"
948,6176,"Source 2","2018-01-23T05:00:00.000Z"
949,8953,"Source 1","2020-06-14T05:00:00.000Z"
950,10066,"Source 1","2020-03-03T05:00:00.000Z"
951,9272,"Source 5","2019-06-02T05:00:00.000Z"
952,9409,"Source 1","2019-11-15T05:00:00.000Z"
953,10157,"Source 2","2020-12-01T05:00:00.000Z"
954,10788,"Source 2","2020-04-10T05:00:00.000Z"
955,7593,"Source 5","2020-09-10T05:00:00.000Z"
956,2285,"Source 5","2020-09-14T05:00:00.000Z"
957,7538,"Source 5","2018-01-12T05:00:00.000Z"
