ProjectKey,Name,CustomerKey,Description,Status,StartDate,EndDate
254,Project name 254,951,Baby-care,Active,2019-11-02T05:00:00.000Z,2019-11-18T05:00:00.000Z
255,Project name 255,1723,Sauces,Cancelled,2020-12-11T05:00:00.000Z,2021-05-10T05:00:00.000Z
256,Project name 256,4792,Baby-care,Presales,2020-06-26T05:00:00.000Z,2020-09-29T05:00:00.000Z
257,Project name 257,318,Sweets,Presales,2020-12-10T05:00:00.000Z,2021-04-22T05:00:00.000Z
258,Project name 258,4558,Alcoholic beverages,Closed,2019-04-07T05:00:00.000Z,2019-08-23T05:00:00.000Z
259,Project name 259,649,Snack foods,Cancelled,2019-02-08T05:00:00.000Z,2019-04-20T05:00:00.000Z
260,Project name 260,3755,Dairy,Presales,2020-06-03T05:00:00.000Z,2020-09-04T05:00:00.000Z
261,Project name 261,3342,Tomato sauce,Cancelled,2018-02-02T05:00:00.000Z,2018-05-12T05:00:00.000Z
262,Project name 262,1567,House-cleaning products,Presales,2020-07-27T05:00:00.000Z,2020-12-12T05:00:00.000Z
263,Project name 263,4891,Ground turkey,Active,2020-06-15T05:00:00.000Z,2020-08-06T05:00:00.000Z
264,Project name 264,4107,Coffee,Presales,2020-06-30T05:00:00.000Z,2020-12-10T05:00:00.000Z
265,Project name 265,667,Pet foods,Closed,2018-07-22T05:00:00.000Z,2018-11-25T05:00:00.000Z
266,Project name 266,2335,Cereals,Active,2020-06-13T05:00:00.000Z,2020-08-08T05:00:00.000Z
267,Project name 267,2615,Poultry,Presales,2020-10-31T05:00:00.000Z,2020-12-31T05:00:00.000Z
268,Project name 268,4876,Flowers,Closed,2019-01-21T05:00:00.000Z,2019-01-22T05:00:00.000Z
269,Project name 269,3244,Snack foods,Cancelled,2020-01-16T05:00:00.000Z,2020-04-02T05:00:00.000Z
270,Project name 270,4085,Grooming products,Presales,2020-08-15T05:00:00.000Z,2021-01-17T05:00:00.000Z
271,Project name 271,1676,Eggs,Presales,2020-11-26T05:00:00.000Z,2021-02-13T05:00:00.000Z
272,Project name 272,3040,Sweets,Active,2020-05-07T05:00:00.000Z,2020-08-24T05:00:00.000Z
273,Project name 273,1487,Decorations,Cancelled,2018-07-21T05:00:00.000Z,2019-01-18T05:00:00.000Z
274,Project name 274,1470,Pet foods,Closed,2020-01-23T05:00:00.000Z,2020-02-05T05:00:00.000Z
275,Project name 275,2277,Hygiene products,Cancelled,2020-03-24T05:00:00.000Z,2020-08-31T05:00:00.000Z
276,Project name 276,4878,House-cleaning products,Presales,2020-10-29T05:00:00.000Z,2021-05-08T05:00:00.000Z
277,Project name 277,1675,Hygiene products,Active,2020-04-20T05:00:00.000Z,2020-06-28T05:00:00.000Z
278,Project name 278,1538,Seafood,Presales,2020-11-29T05:00:00.000Z,2021-05-05T05:00:00.000Z
279,Project name 279,3260,Fish,Active,2020-07-16T05:00:00.000Z,2020-09-28T05:00:00.000Z
280,Project name 280,4060,Fish,Active,2020-01-23T05:00:00.000Z,2020-06-25T05:00:00.000Z
281,Project name 281,3203,Seafood,Presales,2020-09-12T05:00:00.000Z,2021-02-05T05:00:00.000Z
282,Project name 282,92,Snack foods,Presales,2020-09-24T05:00:00.000Z,2020-11-13T05:00:00.000Z
283,Project name 283,55,Alcoholic beverages,Presales,2020-10-28T05:00:00.000Z,2021-03-04T05:00:00.000Z
284,Project name 284,4819,Baby-care,Closed,2019-04-03T05:00:00.000Z,2019-05-22T05:00:00.000Z
285,Project name 285,1959,Vegetables,Active,2020-05-18T05:00:00.000Z,2020-07-30T05:00:00.000Z
286,Project name 286,159,Personal Care,Closed,2019-02-24T05:00:00.000Z,2019-03-30T05:00:00.000Z
287,Project name 287,797,Medicines,Presales,2020-11-01T05:00:00.000Z,2020-11-26T05:00:00.000Z
288,Project name 288,2656,Candies,Active,2019-11-20T05:00:00.000Z,2019-12-10T05:00:00.000Z
289,Project name 289,3121,Cosmetics,Presales,2020-08-31T05:00:00.000Z,2020-12-08T05:00:00.000Z
290,Project name 290,1104,Ground turkey,Cancelled,2020-04-07T05:00:00.000Z,2020-09-10T05:00:00.000Z
291,Project name 291,2902,Paper Goods,Active,2020-03-21T05:00:00.000Z,2020-07-20T05:00:00.000Z
292,Project name 292,1578,Chicken,Presales,2020-10-18T05:00:00.000Z,2020-11-17T05:00:00.000Z
293,Project name 293,4870,Olive oil,Closed,2018-10-03T05:00:00.000Z,2019-02-27T05:00:00.000Z
294,Project name 294,3616,Olive oil,Active,2020-01-01T05:00:00.000Z,2020-03-28T05:00:00.000Z
295,Project name 295,1179,Personal Care,Presales,2020-09-07T05:00:00.000Z,2021-02-14T05:00:00.000Z
296,Project name 296,4141,Diet foods,Cancelled,2019-06-03T05:00:00.000Z,2019-11-26T05:00:00.000Z
297,Project name 297,3991,Tea,Cancelled,2018-12-20T05:00:00.000Z,2019-03-07T05:00:00.000Z
298,Project name 298,2099,Coffee,Closed,2019-12-04T05:00:00.000Z,2020-01-19T05:00:00.000Z
299,Project name 299,111,Fruits,Cancelled,2020-04-26T05:00:00.000Z,2020-07-03T05:00:00.000Z
300,Project name 300,1537,Fish,Active,2020-01-27T05:00:00.000Z,2020-07-27T05:00:00.000Z
301,Project name 301,3458,Bread,Cancelled,2018-09-04T05:00:00.000Z,2019-04-06T05:00:00.000Z
302,Project name 302,4261,Candies,Closed,2018-12-28T05:00:00.000Z,2019-05-10T05:00:00.000Z
303,Project name 303,4553,Hygiene products,Closed,2018-03-08T05:00:00.000Z,2018-09-14T05:00:00.000Z
304,Project name 304,2400,Medicines,Presales,2020-08-18T05:00:00.000Z,2021-02-22T05:00:00.000Z
305,Project name 305,988,Snack foods,Active,2020-11-02T05:00:00.000Z,2020-11-09T05:00:00.000Z
306,Project name 306,1205,Mustard,Active,2020-10-16T05:00:00.000Z,2020-12-07T05:00:00.000Z
307,Project name 307,4845,House-cleaning products,Closed,2019-03-11T05:00:00.000Z,2019-06-10T05:00:00.000Z
308,Project name 308,2665,Salmon,Active,2020-10-22T05:00:00.000Z,2021-03-18T05:00:00.000Z
309,Project name 309,2338,Baby food,Active,2020-05-10T05:00:00.000Z,2020-08-27T05:00:00.000Z
310,Project name 310,1052,Diet foods,Cancelled,2018-07-10T05:00:00.000Z,2018-12-12T05:00:00.000Z
311,Project name 311,3106,Olive oil,Cancelled,2018-11-14T05:00:00.000Z,2018-11-30T05:00:00.000Z
312,Project name 312,3699,Fish,Active,2019-12-24T05:00:00.000Z,2020-01-09T05:00:00.000Z
313,Project name 313,3127,Eggs,Cancelled,2020-07-28T05:00:00.000Z,2021-01-02T05:00:00.000Z
314,Project name 314,4951,Diet foods,Presales,2020-07-25T05:00:00.000Z,2020-12-31T05:00:00.000Z
315,Project name 315,317,Cereals,Cancelled,2018-01-18T05:00:00.000Z,2018-05-01T05:00:00.000Z
316,Project name 316,4621,Pet foods,Cancelled,2018-08-14T05:00:00.000Z,2019-02-11T05:00:00.000Z
317,Project name 317,2072,Dry Goods,Cancelled,2018-02-04T05:00:00.000Z,2018-04-02T05:00:00.000Z
318,Project name 318,2810,Toys,Cancelled,2019-01-27T05:00:00.000Z,2019-05-25T05:00:00.000Z
319,Project name 319,1395,Snack foods,Presales,2020-06-10T05:00:00.000Z,2020-08-27T05:00:00.000Z
320,Project name 320,3697,Flour,Cancelled,2019-08-31T05:00:00.000Z,2019-12-18T05:00:00.000Z
321,Project name 321,1842,Ground turkey,Active,2020-03-08T05:00:00.000Z,2020-08-18T05:00:00.000Z
322,Project name 322,4399,Salmon,Cancelled,2019-06-21T05:00:00.000Z,2019-06-24T05:00:00.000Z
323,Project name 323,4622,Coffee,Presales,2020-12-20T05:00:00.000Z,2021-01-02T05:00:00.000Z
324,Project name 324,4769,Ground turkey,Cancelled,2018-07-15T05:00:00.000Z,2018-10-24T05:00:00.000Z
325,Project name 325,4771,Flowers,Cancelled,2020-05-28T05:00:00.000Z,2020-10-05T05:00:00.000Z
326,Project name 326,970,Flowers,Active,2020-12-03T05:00:00.000Z,2021-02-26T05:00:00.000Z
327,Project name 327,3414,Diet foods,Cancelled,2019-10-23T05:00:00.000Z,2020-03-26T05:00:00.000Z
328,Project name 328,2519,Sauces,Cancelled,2020-08-10T05:00:00.000Z,2020-11-27T05:00:00.000Z
329,Project name 329,4563,Bakery products,Closed,2018-01-27T05:00:00.000Z,2018-02-21T05:00:00.000Z
330,Project name 330,2592,Snack foods,Active,2020-12-17T05:00:00.000Z,2021-01-20T05:00:00.000Z
331,Project name 331,273,Condiments,Presales,2020-06-21T05:00:00.000Z,2020-12-19T05:00:00.000Z
332,Project name 332,3226,Decorations,Closed,2018-08-25T05:00:00.000Z,2018-10-23T05:00:00.000Z
333,Project name 333,1431,Olive oil,Cancelled,2019-02-03T05:00:00.000Z,2019-06-28T05:00:00.000Z
334,Project name 334,2564,Canned Goods,Closed,2018-07-01T05:00:00.000Z,2019-01-27T05:00:00.000Z
335,Project name 335,737,Bakery products,Closed,2018-03-08T05:00:00.000Z,2018-08-26T05:00:00.000Z
336,Project name 336,1599,Cheese,Presales,2020-05-31T05:00:00.000Z,2020-09-12T05:00:00.000Z
337,Project name 337,2633,Pasta,Presales,2020-11-23T05:00:00.000Z,2021-02-01T05:00:00.000Z
338,Project name 338,2420,Cosmetics,Presales,2020-10-20T05:00:00.000Z,2021-05-07T05:00:00.000Z
339,Project name 339,1555,House-cleaning products,Cancelled,2018-08-06T05:00:00.000Z,2018-09-19T05:00:00.000Z
340,Project name 340,2553,House-cleaning products,Cancelled,2018-10-10T05:00:00.000Z,2018-12-05T05:00:00.000Z
341,Project name 341,3685,Cereals,Closed,2020-05-05T05:00:00.000Z,2020-10-28T05:00:00.000Z
342,Project name 342,2627,Flour,Closed,2019-12-08T05:00:00.000Z,2020-03-13T05:00:00.000Z
343,Project name 343,3211,Seafood,Closed,2018-05-04T05:00:00.000Z,2018-07-11T05:00:00.000Z
344,Project name 344,3350,Personal Care,Presales,2020-11-23T05:00:00.000Z,2020-11-28T05:00:00.000Z
345,Project name 345,4689,Baby-care,Presales,2020-08-16T05:00:00.000Z,2020-12-04T05:00:00.000Z
346,Project name 346,3616,Brown rice,Closed,2018-12-04T05:00:00.000Z,2019-05-05T05:00:00.000Z
347,Project name 347,2726,Flour,Closed,2020-04-13T05:00:00.000Z,2020-10-24T05:00:00.000Z
348,Project name 348,119,Alcoholic beverages,Closed,2020-02-25T05:00:00.000Z,2020-04-16T05:00:00.000Z
349,Project name 349,944,Baby food,Cancelled,2020-01-20T05:00:00.000Z,2020-03-18T05:00:00.000Z
350,Project name 350,1818,Tomato sauce,Closed,2019-11-29T05:00:00.000Z,2020-05-07T05:00:00.000Z
351,Project name 351,1002,Pasta,Presales,2020-11-12T05:00:00.000Z,2021-02-27T05:00:00.000Z
352,Project name 352,3803,Coffee,Active,2019-12-01T05:00:00.000Z,2020-04-18T05:00:00.000Z
353,Project name 353,397,Ground turkey,Cancelled,2019-08-29T05:00:00.000Z,2020-01-02T05:00:00.000Z
354,Project name 354,1707,Candies,Cancelled,2020-12-10T05:00:00.000Z,2021-01-27T05:00:00.000Z
355,Project name 355,55,Brown rice,Cancelled,2018-09-03T05:00:00.000Z,2018-11-02T05:00:00.000Z
356,Project name 356,1256,Dry Goods,Presales,2020-08-12T05:00:00.000Z,2020-12-01T05:00:00.000Z
357,Project name 357,3422,Cheese,Presales,2020-10-19T05:00:00.000Z,2020-12-03T05:00:00.000Z
358,Project name 358,502,Bakery products,Presales,2020-12-20T05:00:00.000Z,2021-02-24T05:00:00.000Z
359,Project name 359,4173,Housewares,Cancelled,2018-02-16T05:00:00.000Z,2018-09-01T05:00:00.000Z
360,Project name 360,2717,Dairy,Presales,2020-10-19T05:00:00.000Z,2021-04-21T05:00:00.000Z
361,Project name 361,1686,Pet foods,Cancelled,2020-03-09T05:00:00.000Z,2020-06-08T05:00:00.000Z
362,Project name 362,815,Pasta,Active,2020-07-29T05:00:00.000Z,2020-08-09T05:00:00.000Z
363,Project name 363,2399,House-cleaning products,Presales,2020-06-07T05:00:00.000Z,2020-09-05T05:00:00.000Z
364,Project name 364,776,Meat,Closed,2018-07-11T05:00:00.000Z,2018-07-17T05:00:00.000Z
365,Project name 365,4092,Personal Care,Presales,2020-11-02T05:00:00.000Z,2021-02-10T05:00:00.000Z
366,Project name 366,2019,Seafood,Presales,2020-06-09T05:00:00.000Z,2021-01-11T05:00:00.000Z
367,Project name 367,4049,Mustard,Closed,2018-05-16T05:00:00.000Z,2018-10-04T05:00:00.000Z
368,Project name 368,1219,Eggs,Active,2020-06-22T05:00:00.000Z,2020-11-07T05:00:00.000Z
369,Project name 369,517,Cereals,Cancelled,2019-06-05T05:00:00.000Z,2019-09-30T05:00:00.000Z
370,Project name 370,142,Toys,Cancelled,2020-11-01T05:00:00.000Z,2021-05-20T05:00:00.000Z
371,Project name 371,754,Mustard,Cancelled,2019-04-05T05:00:00.000Z,2019-07-24T05:00:00.000Z
372,Project name 372,843,Bottled waters,Cancelled,2018-07-06T05:00:00.000Z,2019-01-07T05:00:00.000Z
373,Project name 373,1503,Pasta,Active,2020-10-23T05:00:00.000Z,2021-03-20T05:00:00.000Z
374,Project name 374,1324,White rice,Closed,2018-05-23T05:00:00.000Z,2018-11-01T05:00:00.000Z
375,Project name 375,3523,Hygiene products,Active,2020-10-31T05:00:00.000Z,2021-05-04T05:00:00.000Z
376,Project name 376,4912,Brown rice,Closed,2018-11-20T05:00:00.000Z,2019-04-09T05:00:00.000Z
377,Project name 377,4366,Nonalcoholic beverages,Cancelled,2018-06-23T05:00:00.000Z,2019-01-13T05:00:00.000Z
378,Project name 378,3300,Cereals,Cancelled,2020-12-06T05:00:00.000Z,2021-03-14T05:00:00.000Z
379,Project name 379,3396,Olive oil,Active,2019-11-10T05:00:00.000Z,2020-05-09T05:00:00.000Z
380,Project name 380,1848,Grooming products,Closed,2018-09-06T05:00:00.000Z,2019-04-09T05:00:00.000Z
381,Project name 381,2034,Bottled waters,Presales,2020-06-16T05:00:00.000Z,2020-10-03T05:00:00.000Z
382,Project name 382,4090,Medicines,Cancelled,2018-02-07T05:00:00.000Z,2018-04-27T05:00:00.000Z
383,Project name 383,153,Dry Goods,Active,2020-11-07T05:00:00.000Z,2021-04-01T05:00:00.000Z
384,Project name 384,1935,Olive oil,Active,2020-05-30T05:00:00.000Z,2020-06-04T05:00:00.000Z
385,Project name 385,1907,Hygiene products,Closed,2019-06-20T05:00:00.000Z,2019-09-15T05:00:00.000Z
386,Project name 386,500,Chicken,Active,2020-07-14T05:00:00.000Z,2020-10-29T05:00:00.000Z
387,Project name 387,2052,Candies,Closed,2019-01-05T05:00:00.000Z,2019-04-23T05:00:00.000Z
388,Project name 388,4919,Pet foods,Closed,2019-07-05T05:00:00.000Z,2019-08-31T05:00:00.000Z
389,Project name 389,1437,Paper Goods,Closed,2019-01-30T05:00:00.000Z,2019-02-07T05:00:00.000Z
390,Project name 390,2543,Fish,Presales,2020-10-26T05:00:00.000Z,2020-11-11T05:00:00.000Z
391,Project name 391,3437,Frozen foods,Cancelled,2019-07-30T05:00:00.000Z,2020-01-25T05:00:00.000Z
392,Project name 392,3923,Baby-care,Closed,2018-03-11T05:00:00.000Z,2018-03-24T05:00:00.000Z
393,Project name 393,3085,Cheese,Presales,2020-06-21T05:00:00.000Z,2020-09-07T05:00:00.000Z
394,Project name 394,370,Fish,Presales,2020-07-20T05:00:00.000Z,2020-12-23T05:00:00.000Z
395,Project name 395,2047,Pasta,Presales,2020-12-29T05:00:00.000Z,2021-02-11T05:00:00.000Z
396,Project name 396,3205,Decorations,Closed,2019-04-08T05:00:00.000Z,2019-08-03T05:00:00.000Z
397,Project name 397,3316,Bottled waters,Presales,2020-08-19T05:00:00.000Z,2020-09-17T05:00:00.000Z
398,Project name 398,655,Dry Goods,Active,2020-07-28T05:00:00.000Z,2020-12-14T05:00:00.000Z
399,Project name 399,4623,Frozen foods,Active,2020-11-12T05:00:00.000Z,2021-04-14T05:00:00.000Z
400,Project name 400,2252,Eggs,Active,2020-10-18T05:00:00.000Z,2021-03-04T05:00:00.000Z
401,Project name 401,2176,Eggs,Active,2020-08-11T05:00:00.000Z,2020-09-27T05:00:00.000Z
402,Project name 402,2276,Pasta,Presales,2020-08-24T05:00:00.000Z,2021-01-07T05:00:00.000Z
403,Project name 403,3326,Seafood,Cancelled,2018-03-06T05:00:00.000Z,2018-05-04T05:00:00.000Z
404,Project name 404,947,Ground turkey,Cancelled,2018-03-29T05:00:00.000Z,2018-08-01T05:00:00.000Z
405,Project name 405,3662,Personal hygiene,Active,2020-12-21T05:00:00.000Z,2021-02-11T05:00:00.000Z
406,Project name 406,1617,Hygiene products,Cancelled,2020-07-22T05:00:00.000Z,2020-08-11T05:00:00.000Z
407,Project name 407,1504,Seafood,Active,2020-02-23T05:00:00.000Z,2020-09-21T05:00:00.000Z
408,Project name 408,4051,Personal Care,Closed,2018-04-16T05:00:00.000Z,2018-04-27T05:00:00.000Z
409,Project name 409,882,Poultry,Closed,2018-08-01T05:00:00.000Z,2018-12-04T05:00:00.000Z
410,Project name 410,2924,Frozen foods,Cancelled,2018-10-17T05:00:00.000Z,2019-02-21T05:00:00.000Z
411,Project name 411,152,Pasta,Cancelled,2019-04-19T05:00:00.000Z,2019-05-01T05:00:00.000Z
412,Project name 412,1210,Bottled waters,Active,2020-10-29T05:00:00.000Z,2021-06-02T05:00:00.000Z
413,Project name 413,1857,Flowers,Presales,2020-07-16T05:00:00.000Z,2020-12-31T05:00:00.000Z
414,Project name 414,4064,Diet foods,Closed,2018-03-07T05:00:00.000Z,2018-09-30T05:00:00.000Z
415,Project name 415,917,Condiments,Closed,2018-03-19T05:00:00.000Z,2018-08-17T05:00:00.000Z
416,Project name 416,31,Tomato sauce,Active,2020-08-10T05:00:00.000Z,2020-08-16T05:00:00.000Z
417,Project name 417,404,White rice,Presales,2020-07-22T05:00:00.000Z,2020-07-28T05:00:00.000Z
418,Project name 418,930,Paper Goods,Active,2020-05-13T05:00:00.000Z,2020-06-29T05:00:00.000Z
419,Project name 419,22,Housewares,Cancelled,2019-07-21T05:00:00.000Z,2019-12-03T05:00:00.000Z
420,Project name 420,2842,Cereals,Presales,2020-07-15T05:00:00.000Z,2020-09-28T05:00:00.000Z
421,Project name 421,474,Sweets,Cancelled,2018-05-07T05:00:00.000Z,2018-10-26T05:00:00.000Z
422,Project name 422,1697,Diet foods,Presales,2020-06-10T05:00:00.000Z,2021-01-13T05:00:00.000Z
423,Project name 423,4241,Bakery products,Presales,2020-07-11T05:00:00.000Z,2020-09-14T05:00:00.000Z
424,Project name 424,2343,Bread,Closed,2019-07-29T05:00:00.000Z,2019-08-01T05:00:00.000Z
425,Project name 425,152,Toys,Cancelled,2018-08-15T05:00:00.000Z,2018-11-10T05:00:00.000Z
426,Project name 426,4697,Brown rice,Cancelled,2019-10-23T05:00:00.000Z,2019-11-01T05:00:00.000Z
427,Project name 427,3676,Ground turkey,Closed,2018-04-15T05:00:00.000Z,2018-07-26T05:00:00.000Z
428,Project name 428,103,Medicines,Closed,2020-02-25T05:00:00.000Z,2020-03-07T05:00:00.000Z
429,Project name 429,725,Bread,Active,2020-05-31T05:00:00.000Z,2020-07-19T05:00:00.000Z
430,Project name 430,861,Nonalcoholic beverages,Active,2020-04-21T05:00:00.000Z,2020-10-31T05:00:00.000Z
431,Project name 431,3063,Hygiene products,Cancelled,2019-04-19T05:00:00.000Z,2019-08-23T05:00:00.000Z
432,Project name 432,649,Paper Goods,Active,2020-10-29T05:00:00.000Z,2020-12-18T05:00:00.000Z
433,Project name 433,2856,Cereals,Presales,2020-12-30T05:00:00.000Z,2021-01-06T05:00:00.000Z
434,Project name 434,1079,Ground turkey,Cancelled,2018-02-27T05:00:00.000Z,2018-09-13T05:00:00.000Z
435,Project name 435,3123,Sweets,Cancelled,2020-01-02T05:00:00.000Z,2020-04-25T05:00:00.000Z
436,Project name 436,4493,Dishware,Presales,2020-06-05T05:00:00.000Z,2020-10-01T05:00:00.000Z
437,Project name 437,4858,Alcoholic beverages,Cancelled,2019-02-19T05:00:00.000Z,2019-04-18T05:00:00.000Z
438,Project name 438,3385,Fish,Cancelled,2020-01-29T05:00:00.000Z,2020-04-02T05:00:00.000Z
439,Project name 439,2508,Nonalcoholic beverages,Closed,2019-09-08T05:00:00.000Z,2020-04-04T05:00:00.000Z
440,Project name 440,2930,Frozen foods,Active,2020-09-30T05:00:00.000Z,2020-11-28T05:00:00.000Z
441,Project name 441,1694,Fruits,Active,2020-09-21T05:00:00.000Z,2021-02-20T05:00:00.000Z
442,Project name 442,2837,Sweets,Active,2019-12-28T05:00:00.000Z,2020-01-23T05:00:00.000Z
443,Project name 443,3170,Brown rice,Presales,2020-07-19T05:00:00.000Z,2020-09-16T05:00:00.000Z
444,Project name 444,3391,Paper Goods,Active,2020-09-14T05:00:00.000Z,2021-01-09T05:00:00.000Z
445,Project name 445,2395,Vegetables,Closed,2019-10-13T05:00:00.000Z,2020-02-06T05:00:00.000Z
446,Project name 446,2203,Toys,Closed,2018-04-29T05:00:00.000Z,2018-05-26T05:00:00.000Z
447,Project name 447,2089,Flowers,Presales,2020-07-31T05:00:00.000Z,2020-10-12T05:00:00.000Z
448,Project name 448,4460,Baby food,Closed,2020-04-30T05:00:00.000Z,2020-05-06T05:00:00.000Z
449,Project name 449,304,Alcoholic beverages,Cancelled,2020-01-15T05:00:00.000Z,2020-08-10T05:00:00.000Z
450,Project name 450,1197,Ground turkey,Active,2020-11-29T05:00:00.000Z,2021-02-23T05:00:00.000Z
451,Project name 451,3752,Hygiene products,Presales,2020-12-22T05:00:00.000Z,2021-06-02T05:00:00.000Z
452,Project name 452,2883,Poultry,Closed,2018-03-04T05:00:00.000Z,2018-04-17T05:00:00.000Z
453,Project name 453,2727,Bakery products,Cancelled,2019-04-13T05:00:00.000Z,2019-05-05T05:00:00.000Z
454,Project name 454,4896,Ground turkey,Closed,2018-08-28T05:00:00.000Z,2018-12-05T05:00:00.000Z
455,Project name 455,1194,Dishware,Presales,2020-09-26T05:00:00.000Z,2021-02-20T05:00:00.000Z
456,Project name 456,2127,Bakery products,Active,2020-03-26T05:00:00.000Z,2020-09-16T05:00:00.000Z
457,Project name 457,2044,Bottled waters,Presales,2020-08-05T05:00:00.000Z,2021-02-05T05:00:00.000Z
458,Project name 458,634,Cheese,Cancelled,2018-02-07T05:00:00.000Z,2018-08-06T05:00:00.000Z
459,Project name 459,2105,Condiments,Cancelled,2020-05-21T05:00:00.000Z,2020-08-14T05:00:00.000Z
460,Project name 460,4401,Vegetables,Active,2019-10-28T05:00:00.000Z,2019-11-23T05:00:00.000Z
461,Project name 461,3872,Flour,Active,2020-04-01T05:00:00.000Z,2020-06-30T05:00:00.000Z
462,Project name 462,1107,Sauces,Active,2020-05-19T05:00:00.000Z,2020-09-07T05:00:00.000Z
463,Project name 463,2802,Poultry,Active,2020-06-09T05:00:00.000Z,2021-01-13T05:00:00.000Z
464,Project name 464,2420,Eggs,Cancelled,2020-04-06T05:00:00.000Z,2020-06-03T05:00:00.000Z
465,Project name 465,2376,Dishware,Presales,2020-10-03T05:00:00.000Z,2021-02-19T05:00:00.000Z
466,Project name 466,471,Candies,Cancelled,2020-07-26T05:00:00.000Z,2021-02-09T05:00:00.000Z
467,Project name 467,4365,Condiments,Active,2020-06-14T05:00:00.000Z,2020-07-05T05:00:00.000Z
468,Project name 468,2893,Dishware,Closed,2018-03-15T05:00:00.000Z,2018-05-30T05:00:00.000Z
469,Project name 469,214,Sweets,Presales,2020-07-21T05:00:00.000Z,2020-11-30T05:00:00.000Z
470,Project name 470,2308,Fruits,Cancelled,2019-08-09T05:00:00.000Z,2020-03-11T05:00:00.000Z
471,Project name 471,701,Chicken,Active,2020-10-05T05:00:00.000Z,2020-12-26T05:00:00.000Z
472,Project name 472,839,Bottled waters,Cancelled,2019-10-08T05:00:00.000Z,2019-12-12T05:00:00.000Z
473,Project name 473,293,Bread,Active,2020-12-29T05:00:00.000Z,2021-01-29T05:00:00.000Z
474,Project name 474,4787,Housewares,Presales,2020-07-04T05:00:00.000Z,2021-01-30T05:00:00.000Z
475,Project name 475,4565,Housewares,Active,2020-02-29T05:00:00.000Z,2020-06-27T05:00:00.000Z
476,Project name 476,4109,Frozen foods,Presales,2020-10-24T05:00:00.000Z,2020-12-30T05:00:00.000Z
